shuttle_lane,distance_state,obstacle_lane,action,distance_name,action_name
0,2,1,0,loin,Monter
0,2,1,0,loin,Monter
0,2,1,0,loin,Monter
0,2,1,0,loin,Monter
0,2,1,0,loin,Monter
0,2,1,0,loin,Monter
0,2,1,0,loin,Monter
0,2,1,0,loin,Monter
0,2,1,0,loin,Monter
0,2,1,0,loin,Monter
0,2,1,0,loin,Monter
0,2,1,0,loin,Monter
0,2,1,0,loin,Monter
0,2,1,0,loin,Monter
0,2,1,0,loin,Monter
0,2,1,0,loin,Monter
0,2,1,0,loin,Monter
0,2,1,0,loin,Monter
0,2,1,0,loin,Monter
0,2,1,0,loin,Monter
0,2,1,0,loin,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,2,0,1,loin,Rester
0,2,0,1,loin,Rester
0,2,0,1,loin,Rester
0,2,0,1,loin,Rester
0,2,0,1,loin,Rester
0,2,0,1,loin,Rester
0,2,0,1,loin,Rester
0,2,0,1,loin,Rester
0,2,0,1,loin,Rester
0,2,0,1,loin,Rester
0,2,0,1,loin,Rester
0,2,0,1,loin,Rester
0,2,0,1,loin,Rester
2,2,0,0,loin,Monter
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,2,0,1,loin,Rester
1,1,0,1,moyen,Rester
1,1,0,1,moyen,Rester
1,1,0,1,moyen,Rester
1,1,0,1,moyen,Rester
1,1,0,1,moyen,Rester
1,1,0,1,moyen,Rester
1,1,0,1,moyen,Rester
1,1,0,1,moyen,Rester
1,1,0,1,moyen,Rester
1,1,0,1,moyen,Rester
1,1,0,1,moyen,Rester
1,1,0,1,moyen,Rester
1,1,0,1,moyen,Rester
1,1,0,1,moyen,Rester
1,1,0,1,moyen,Rester
1,1,0,1,moyen,Rester
1,1,0,1,moyen,Rester
1,1,0,1,moyen,Rester
1,1,0,1,moyen,Rester
1,1,0,1,moyen,Rester
1,1,0,1,moyen,Rester
1,1,0,1,moyen,Rester
1,1,0,1,moyen,Rester
1,1,0,1,moyen,Rester
1,1,0,1,moyen,Rester
1,1,0,1,moyen,Rester
1,1,0,1,moyen,Rester
1,1,0,1,moyen,Rester
1,1,0,1,moyen,Rester
1,1,0,1,moyen,Rester
1,1,0,1,moyen,Rester
1,1,0,1,moyen,Rester
1,0,0,2,proche,Descendre
2,0,0,1,proche,Rester
2,0,0,1,proche,Rester
2,0,0,1,proche,Rester
2,0,0,1,proche,Rester
2,0,0,1,proche,Rester
2,0,0,1,proche,Rester
2,0,0,1,proche,Rester
2,0,0,1,proche,Rester
2,0,0,1,proche,Rester
2,0,0,1,proche,Rester
2,0,0,1,proche,Rester
2,0,0,1,proche,Rester
2,0,0,1,proche,Rester
2,0,0,1,proche,Rester
2,0,0,1,proche,Rester
2,0,0,1,proche,Rester
2,0,0,1,proche,Rester
2,0,0,1,proche,Rester
2,0,0,1,proche,Rester
2,0,0,1,proche,Rester
2,0,0,1,proche,Rester
2,0,0,1,proche,Rester
2,0,0,1,proche,Rester
2,0,0,1,proche,Rester
2,0,0,1,proche,Rester
2,0,0,1,proche,Rester
2,0,0,1,proche,Rester
2,0,0,1,proche,Rester
2,0,0,1,proche,Rester
2,0,0,1,proche,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,1,2,0,moyen,Monter
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,1,3,1,moyen,Rester
1,1,3,1,moyen,Rester
1,1,3,1,moyen,Rester
1,1,3,1,moyen,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,2,4,1,loin,Rester
1,2,4,1,loin,Rester
1,2,4,1,loin,Rester
1,2,4,1,loin,Rester
1,2,4,1,loin,Rester
1,2,4,1,loin,Rester
1,1,4,1,moyen,Rester
1,1,4,1,moyen,Rester
1,1,4,1,moyen,Rester
1,1,4,1,moyen,Rester
1,1,4,1,moyen,Rester
1,1,4,1,moyen,Rester
1,1,4,1,moyen,Rester
1,1,4,1,moyen,Rester
1,1,4,1,moyen,Rester
1,1,4,1,moyen,Rester
1,1,4,1,moyen,Rester
1,1,4,1,moyen,Rester
1,1,4,1,moyen,Rester
1,1,4,1,moyen,Rester
1,1,4,1,moyen,Rester
1,1,4,1,moyen,Rester
1,1,4,1,moyen,Rester
1,1,4,1,moyen,Rester
1,1,4,1,moyen,Rester
1,1,4,1,moyen,Rester
1,1,4,1,moyen,Rester
1,1,4,1,moyen,Rester
1,1,4,1,moyen,Rester
1,1,4,1,moyen,Rester
1,1,4,1,moyen,Rester
1,1,4,1,moyen,Rester
1,1,4,1,moyen,Rester
1,1,4,1,moyen,Rester
1,1,4,1,moyen,Rester
1,1,4,1,moyen,Rester
1,1,4,1,moyen,Rester
1,1,4,1,moyen,Rester
1,1,4,1,moyen,Rester
1,1,4,1,moyen,Rester
1,1,4,1,moyen,Rester
1,1,4,1,moyen,Rester
1,1,4,1,moyen,Rester
1,1,4,1,moyen,Rester
1,1,4,1,moyen,Rester
1,0,4,1,proche,Rester
1,0,4,1,proche,Rester
1,0,4,1,proche,Rester
1,0,4,1,proche,Rester
1,0,4,1,proche,Rester
1,0,4,1,proche,Rester
1,0,4,1,proche,Rester
1,0,4,1,proche,Rester
1,0,4,1,proche,Rester
1,0,4,1,proche,Rester
1,0,4,1,proche,Rester
1,0,4,1,proche,Rester
1,0,4,1,proche,Rester
1,0,4,1,proche,Rester
1,0,4,1,proche,Rester
1,0,4,1,proche,Rester
1,0,4,1,proche,Rester
1,0,4,1,proche,Rester
1,0,4,1,proche,Rester
1,0,4,1,proche,Rester
1,0,4,1,proche,Rester
1,0,4,1,proche,Rester
1,0,4,1,proche,Rester
1,0,4,1,proche,Rester
1,0,4,1,proche,Rester
1,0,4,1,proche,Rester
1,0,4,1,proche,Rester
1,0,4,1,proche,Rester
1,0,4,1,proche,Rester
1,0,4,1,proche,Rester
1,0,4,1,proche,Rester
1,0,4,1,proche,Rester
1,0,4,1,proche,Rester
1,0,4,1,proche,Rester
1,0,4,1,proche,Rester
1,0,4,1,proche,Rester
1,0,4,1,proche,Rester
1,0,4,1,proche,Rester
1,0,4,1,proche,Rester
1,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,2,0,1,loin,Rester
0,2,0,1,loin,Rester
0,2,0,1,loin,Rester
0,2,0,1,loin,Rester
0,2,0,1,loin,Rester
0,2,0,1,loin,Rester
0,2,0,1,loin,Rester
0,2,0,1,loin,Rester
0,2,0,1,loin,Rester
0,2,0,1,loin,Rester
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,2,3,1,loin,Rester
2,1,3,1,moyen,Rester
2,1,3,1,moyen,Rester
2,1,3,1,moyen,Rester
2,1,3,1,moyen,Rester
2,1,3,1,moyen,Rester
2,1,3,1,moyen,Rester
2,1,3,1,moyen,Rester
2,1,3,1,moyen,Rester
2,1,3,1,moyen,Rester
2,1,3,1,moyen,Rester
2,1,3,1,moyen,Rester
2,1,3,1,moyen,Rester
2,1,3,1,moyen,Rester
2,1,3,1,moyen,Rester
2,1,3,1,moyen,Rester
2,1,3,1,moyen,Rester
2,1,3,1,moyen,Rester
2,1,3,1,moyen,Rester
2,1,3,1,moyen,Rester
2,1,3,1,moyen,Rester
2,1,3,1,moyen,Rester
2,1,3,1,moyen,Rester
2,1,3,1,moyen,Rester
2,1,3,1,moyen,Rester
2,1,3,1,moyen,Rester
2,1,3,1,moyen,Rester
2,0,3,1,proche,Rester
2,0,3,1,proche,Rester
2,0,3,1,proche,Rester
2,0,3,1,proche,Rester
2,0,3,1,proche,Rester
2,0,3,1,proche,Rester
2,0,3,1,proche,Rester
2,0,3,1,proche,Rester
2,0,3,1,proche,Rester
2,0,3,1,proche,Rester
2,0,3,1,proche,Rester
2,0,3,1,proche,Rester
2,0,3,1,proche,Rester
2,0,3,1,proche,Rester
2,0,3,1,proche,Rester
2,0,3,1,proche,Rester
2,0,3,1,proche,Rester
2,0,3,1,proche,Rester
2,0,3,1,proche,Rester
2,0,3,1,proche,Rester
2,0,3,1,proche,Rester
2,0,3,1,proche,Rester
2,0,3,1,proche,Rester
2,0,3,1,proche,Rester
2,0,3,1,proche,Rester
2,0,3,1,proche,Rester
2,0,3,1,proche,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,1,2,0,moyen,Monter
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,2,2,1,loin,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
